original_text,original_label,generated_text,generated_label
i think i would have been feeling less grumpy if i hadnt been up and down throughout the night or my lungs deciding that even though i wasnt that unwell it felt as though something was sitting on my chest and flattened me,3,"I believe I would have felt less frustrated if I hadn’t experienced such a restless night, or if my lungs hadn’t created the sensation of something heavy and restrictive, making me feel quite uncomfortable.",4
i have a feeling itll be a little more messy going home though,0,I anticipate that the journey home might be a bit more chaotic.,0
i feel reluctant to go overseas one interesting fact is how the whole education system is so screwed up that to us ip seems so wow cus only a few schs get to go ip but to the schs,4,"I’m hesitant to travel overseas. It’s quite remarkable how the education system there seems so challenging, and it’s especially impressive that only a limited number of schools have the opportunity to send students abroad.",4
i can feel an unpleasant pressure from it,0,I’m experiencing a sense of discomfort and pressure related to it.,0
i feel thrilled to be able to investigate my own personal mythology around this subject,1,I’m so excited to explore my own personal understanding and connections related to this subject.,1
i feel very clearly now and am reassured that in leaving we did the thing that we needed to do the thing that god was leading us to do,1,"I now have a much clearer understanding and feel reassured that, by leaving, we did what was truly right and what we were guided to do.",1
im not feeling pissed off about picking up those toys,3,I’m not feeling particularly frustrated about picking up those toys.,3
i dont like about coldstone is i feel like everything i get is waaaaayyyy too sweet but i think that choices does a good job of making delicous creations without giving you that creaminess overload,2,"I’ve found that Coldstone can sometimes be a bit too sweet for my taste. However, I appreciate that Choices does a wonderful job of creating delicious treats without an overwhelming creaminess.",1
i started to feel like i was going mad as i was sure i could see stars floating in the water but whenever i went to grab one i came up with nothing,3,"As I began to look at the water, I started to feel quite disoriented, as if I were seeing stars floating within it. When I reached out to try and catch one, I unfortunately found nothing.",1
i feel very numb at the moment,0,I’m experiencing a feeling of numbness right now.,0
i would really love to be with him but not as a friend and not because he feels guilty or sorry for me,0,"I truly desire to be with him in a romantic way, and it’s not out of any feelings of guilt or pity on my part.",2
i feel pleased too that i am supporting people with small businesses who work from home buying gifts that have been made with care and talent,1,"I am also pleased to be supporting individuals with small home-based businesses, providing them with gifts that have been lovingly crafted with talent.",1
i guess this is because that im feeling really excited about it,1,"I’m feeling quite excited about this, I believe.",1
